clause_text,label
"License"").",license grant
"XENCOR hereby grants to BII and BII herewith accepts a non exclusive, worldwide, irrevocable, sublicensable (in several cascades), perpetual, royalty-free/fully paid up license under the XENCOR Intellectual Property to the extent it is generally applicable to the manufacturing of biopharmaceutical products, handling",license grant
"The licenses granted under this Agreement shall be subject to the following exclusions, conditions, restrictions, and limitations: 1. The ""Field"" shall exclude the following products and fields of use: a. Any Consumer Electronic Products (as defined below) or any components or sub-components suitable for use with any Consumer Electronic Products. For this purpose, ""Consumer Electronic Products"" means personal computers (portable and desktop); tablet or slate style computing devices; handheld electronic and/or communication devices (e.g., smartphones, digital music players, multi-function devices, etc.); any device whose function includes the creation, storage or consumption of digital media; any component or sub-component in any Consumer Electronic Product; and any accessory that is the same or similar (in the sole discretion of Apple, Inc.) to an accessory made or sold by or on behalf of Apple (regardless of when Apple sold or started to sell such accessory, including after date of the closing of the Proposed Transaction) that is suitable for use with any Consumer Electronic Product. b. Any watches or components for watches. c. Finished or semi-finished Jewelry, and also any other products that are sold under the name of a Luxury Brand or incorporated into products that are sold under the name of a Luxury Brand, including without limitation (a) buckles for belts, briefcases, handbags, and clothing; and (b) cigarette lighters and cigar cutters. For purposes hereof, the term ""Jewelry"" means rings, necklaces, pins, cufflinks, and other objects that are ornamental in nature and used for adornment of the human body. ""Luxury Brands"" shall not include brands owned or used by Nokia, Motorola, Samsung, LG, Sony-Ericsson, Apple, RIM, HTC or similar companies that supply mobile phones and accessories to the mass-market. Otherwise, ""Luxury Brands"" consist of the following brands and any other similar, renowned luxury brand which is used as the sole or primary brand on a competitive product sold at similar price point:",license grant
"In addition, Bank of America may, at no additional charge other than the Software license fees specified in each Product License Schedule, (i) install, use, execute and copy the Software for any backup, archival and emergency purposes and any internal, non-production Bank of America purpose including for test, development, and training; (ii) allow a third party outsourcer or service provider to install, use, execute and copy the Software solely in connection with its provision of services to Bank of America, provided that such use does not extend to providing services to others; and (iii) transfer the Software to any other Platform or Installation Site replacing that on which it was previously installed.",license grant
"VerticalNet hereby grants to PaperExchange a non-exclusive, non-transferable, royalty-free, right and license to link to Pulp and Paper Online through a VerticalNet Link.",license grant
Agent is granted a limited license and right to use all Intellectual Property for purposes of conducting the GOB Sale and otherwise marketing any or all of the Assets;,license grant
"During the Term, Sekisui is hereby permitted to use the Qualigen name and any Qualigen content (including the content of any existing sales collateral and marketing materials) in any sales collateral, marketing materials or other communications used in connection with the marketing and sales of the Product with the prior written consent of Qualigen, which consent shall not be reasonably withheld or delayed.",license grant
"(ii) to make, have made, use, sell, offer for sale, import, and otherwise dispose of Smart Sensing Network Equipment; and

(iii) to make, have made, use, sell, offer for sale, import, and otherwise dispose of Public Safety LTE Smartphone Devices.",license grant
Client further agrees that Company may use and display the graphics and other web design elements of Client's website as examples of Company website design and development work.,license grant
"Effective as of the Initial Closing Date, the Seller hereby grants (and will cause each other Seller Party to grant, following each applicable Closing Date, to the Purchaser Licensees) a perpetual (unless terminated in accordance with Section 4.2(ii)(c)), fully paid-up, royalty-free, worldwide, non-transferable (except as set forth herein), non-exclusive license to use any and all Licensed Trademarks in the Business (including with respect to the Purchaser Licensed Activities), including with respect to all Derivative Works and natural evolutions of such Business, in a manner that is the same or substantially similar to the manner in which the Seller Entities have used the Licensed Trademarks in the Business.",license grant
"During the Term, subject to the terms and conditions of this Agreement, Depomed hereby grants to King and its Affiliates and King and its Affiliates hereby accept a co-exclusive right to Promote the Product under the Depomed Trademarks in the Territory together with Depomed and its Affiliates only, on the terms and subject to the conditions set forth herein.",license grant
"Subject to the provisions stated below, we hereby grant you a license to use the ""Buffalo Wild Wings"" Marks and System, and you undertake the obligation to operate a Buffalo Wild Wings restaurant facility featuring the Menu Items and providing sit-down, carry-out and other restaurant services (""Franchised",license grant
HSWI Websites).,license grant
"Subject to the terms and conditions of this Agreement, SpinCo hereby grants to each individual member of the Parent Group, on behalf of itself and the other members of the SpinCo Group, and shall cause the other members of the SpinCo Group to grant to each individual member of the Parent Group, a non-exclusive, worldwide, perpetual, irrevocable, fully paid-up, royalty-free right and license, for use in the Parent Field, to (i) use, reproduce, distribute, display, perform, make Improvements and exploit the Licensed SpinCo IP, and (ii) make, have made, use, sell, offer to sell and import any goods and services incorporating, embodying or utilizing the Licensed SpinCo IP.",license grant
"During the term of this Agreement, each party          authorizes the other party to display and use the other's trademarks,          trade names and logos (collectively, the ""TRADEMARKS"") in connection          with that party's sale, advertisement, service and promotion of the          Corio Services or the Software.",license grant
"Hydraspin hereby grants to Distributor an exclusive non-transferable and royalty-free right and license to use Hydraspin's Marks in connection with the advertising, promotion, marketing, distribution and sale of the Products in the Territory in accordance with Hydraspin's standards and instructions.",license grant
"(b) the marketing, promoting, distributing, reselling, or provision of the Installed Software or the Subscription Software Services, directly or through Allscripts Resellers or Partnering Organizations, in accordance with the terms and conditions of this Agreement;

(c) enabling Allscripts products and services to interface or otherwise integrate, interact, or interoperate with the Installed Software and the Subscription Software Services , including performing any integration or interface development efforts with respect to the Installed Software, Subscription Software Services or any integrated product with any Allscripts products and services, or internally testing, evaluating, and performing validation and verification with respect to the Installed Software, Subscription Software Services or any integrated product with any Allscripts products and services (it being understood that the foregoing activities will not affect the Company's representations and warranties in Section 21);

(d) reselling Subscriptions (through multiple levels of sublicensees) to (i) Sublicensed Customers pursuant to Customer Agreements in accordance with this Agreement and (ii) Allscripts' Affiliates or to Allscripts Resellers or Partnering Organizations (subject to Sections 2.4 and 2.5) to carry out any of the purposes set forth in this Agreement;

(e) creating backups and other copies of the Installed Software solely to the extent necessary to perform its obligations hereunder in the ordinary course of business;

(f) managing, operating, and hosting (i) any Installed Software, (ii) the Allscripts products that will interface with the Installed Software or Subscription Software Services on behalf of Sublicensed Customers and (iii) authorizing its Sublicensed Customers, Allscripts Resellers or Partnering Organizations to do the same;

(g) generating, printing, copying, downloading, and storing all Data and other displays and output, as may result from any execution or other use of the Subscription Software Services and authorizing its Sublicensed Customers, Allscripts Resellers or Partnering Organizations to do the same; and

(h) all other purposes reasonably necessary to carry out any of the foregoing.",license grant
Improvements for all other batteries may be licensed to the Joint Venture Company on terms to be agreed by the Party B and the Joint Venture Company.,license grant
"Subject to SONY's compliance with the covenant not to compete in Section 8.3 of Asset Purchase Agreement, PURCHASER  hereby grants to SONY a worldwide, non-exclusive, fully paid-up, royalty-free license, under the Transferred Patents, to make, use, offer to sell,  sell, otherwise dispose of, and import any products, including any Competing Products.",license grant
"Franchisee  agrees and grants to Pretzel Time and its Affiliates a perpetual and worldwide  right to use and  authorize  other  Pretzel  Time Units or other food service businesses  operated by Pretzel Time or its Affiliates,  franchisees and designees  to  use  such  ideas,  recipes,  formulas,   concepts,  methods,  and techniques  relating to the development  and/or  operation of a dessert or snack food business.",license grant
"Software Programs); and will include the copyright and patent                 notices of the licensor as specified from time to time by the                 licensor for the Licensed Equifax Materials (excluding the                 Utility Software Programs) on and in all copies of the Licensed                 Equifax Materials (excluding the Utility Software Programs);

          (iii) Certegy shall not export or re-export the Licensed Equifax                 Materials (excluding the Utility Software Programs) without the                 appropriate United States or foreign government licenses; and

          (iv)  all sublicenses from Certegy to members of the Certegy Group (A)





                shall contain the rights and restrictions set forth in this                 Section 4.1(a) with respect to the license granted to Certegy                 and comply with Sections 4.1(b) through (d) hereof and (B) shall                 be diligently enforced by Certegy.",license grant
Producer further grants to ConvergTV the right and license to utilize any and all footage from the Program for promotional and marketing purposes related to the Distribution of the Program and for promotion of channels or other distribution methods.,license grant
"Subject to Fox's compliance with the terms and conditions of this Agreement, including its payment obligations in accordance with Section 7, Licensee hereby grants to Fox a limited, non-exclusive, non-transferable (except as permitted in Section 17(d)), right to distribute Licensee Materials (as defined in Paragraph 11 (c)) to VGSL and T-Mobile, solely as incorporated into Wireless Products, and to authorize VGSL and T-Mobile to distribute such Wireless Products to end users outside of the United States",license grant
The Application and any modifications are licensed pursuant to this Agreement to HSNS for use of the Application and any modifications thereto.,license grant
"Vendor hereby grants and promises to grant and have granted to AT&T and its Affiliates a royalty-free, nonexclusive, sublicensable, assignable, transferable, irrevocable, perpetual, world- wide license in and to any applicable Intellectual Property Rights of Vendor to use, copy, modify, distribute, display, perform, import, make, sell, offer to sell, and exploit (and have others do any of the foregoing on or for AT&T's or any of its customers' behalf or benefit) any Intellectual Property Rights of Vendor or any third party that are not included in Material or Paid-For Development but necessary to operate the Cell Sites or receive the full benefit of the Work.",license grant
"Depomed shall, and does hereby, grant to King a royalty-free license to use and reproduce such materials solely in conjunction with its Promotion of the Product pursuant to this Agreement, which license shall not be assignable or transferable by King, except in accordance with the terms of Section 2.2.",license grant
"Subject to the terms and conditions of this         Agreement, Commerce One hereby grants to Corio a nonexclusive,         nontransferable (except in accordance with Section 14.1 of this         Agreement) royalty-free, fully paid up right and license in the         Territory, on Corio Servers, to make a reasonable number of copies of         the Demonstration Software solely for demonstration purposes to         potential Customer",license grant
"(1) On Naked's website(s) (""Website"");

(2) In social media channels, including, but not limited to Facebook, Instagram, Twitter, YouTube, Google+, Tumblr and other mutually agreeable channels, with reasonable frequency, to promote Naked Products and Wade Products;

(3) In marketing and media opportunities in connection with the Wade Services (as defined below); and

(4) For use on the packaging of the Naked Products and Wade Products and on Wade Products themselves.",license grant
"Kitov hereby grants to Dexcel a fully paid, limited, non exclusive, license to use Kitov Data in as much as required for the provision of the Services by Dexcel.",license grant
"Except as otherwise specifically stated herein with respect to the Wireless Products, Licensee shall have no right to develop, manufacture, reproduce, distribute, sell or exploit any other products based on the PSM or the Property.",license grant
"For the License Term and within the Licensed Territory, Producer hereby grants to ConvergTV a right and license to Distribute the program, file or video listed on the Deal Terms above (the ""Program"") consisting of",license grant
"Subject to the terms and conditions of this          Agreement, Changepoint grants to Corio a nonexclusive, nontransferable          (except in accordance with Section 14.1 of this Agreement),          royalty-free, fully paid up license in the Territory to reproduce,          install and use additional copies of the Software, Documentation, and          Software tools and utilities if any, subject to any restrictions placed          on the Changepoint by third party software providers and payment of any          applicable fees required by such third parties, in machine executable          object code for production, testing, development, upgrade, reporting          and training for the purpose of allowing the Software to be made          available to Customers as part of the Corio Services.",license grant
"If Biocept does not obtain at least ten million dollars ($10,000,000) in equity financing by December 31, 2012, then Life Technologies shall have the non-exclusive option, exercisable by written notice to Biocept given no later than January 15, 2013, to negotiate with Biocept for a license (unless the parties mutually agree to a different transaction structure) to all necessary Intellectual Property",license grant
"Client hereby grants  to EFS a limited and perpetual right and license to use such photographs and materials for research and forecasting purposes,  including, but not limited to, combining the same with reports and analytics concerning the performance of the Websites, providing  information to strategic partners to better define consumer purchasing habits, and for trend forecasting and planning purposes.",license grant
"Company hereby grants to ACSI, during the Term, a non-exclusive, non-transferable (except in accordance with Section 11.7  [Assignment]) license, which ACSI may sublicense only to its Affiliates, to use the Company Intellectual Property supplied by Company to ACSI as is reasonably necessary to perform its obligations under this Agreement; provided, however, that ACSI shall not use Company's Trademarks, including in any advertising, without Company's prior written consent, unless such use conforms to a written Trademark use policy previously furnished by Company to ACSI and not subsequently modified or revoked.",license grant
"""Licensed Rights"" to ConvergTV and ConvergTV Channels and/or Distribution Outlets x All, including but not limited to: xSimultaneous Internet Streaming x OTT Television x Internet Protocol Television x Radio, short wave, microwave, fiber optic x Alternative, secondary and specialty distribution x Stored as VOD, Content Distribution Networks/Company Servers x Full Television Broadcast Rights: x Free: Terrestrial, Cable, Satellite x Pay: Terrestrial, Cable, Satellite x Direct Satellite IP Distribution Systems",license grant
"Customer hereby grants eGain a right to use Customer's trademarks (name and logo only) designated by Customer for such limited uses, subject to Customer's trademark/logo usage guidelines, if any, provided by Customer to eGain.",license grant
"Subject to the terms and conditions of this Agreement, SIGA hereby grants to MMT an exclusive right and license, with the right to grant sublicenses as permitted under Section 2.1(b), under the SIGA Intellectual Property solely to Promote the Product in the Field in the Territory.",license grant
"Upon activation of the Affiliate, the Software Publisher grants the Affiliate a non-exclusive, revocable right to use provided advertising material, notices and all further presentations (insofar as available - also known hereafter as ""Material"") only for the purpose of designating its Web site as a ""partner Web site"" and presenting the designated advertising Material.",license grant
"EKR Improvements shall be owned by EKR  and upon termination of this Agreement by PPI pursuant to Section, shall be deemed be licensed to PPI on a worldwide, non-exclusive,  irrevocable basis, at a royalty or for such other consideration as may be mutually agreed upon by the parties in writing.",license grant
"1.1.1 WCC grants a limited, non-exclusive license to XLI to use the West Coast Customs name, image, likeness and signature, including specific West Coast Customs Trademarks (including West Coast Customs logo trademarks and approved West Coast Customs vehicle imagery and trademarks) (collectively the ""Trademarks"") during the term of this Agreement in connection with national, regional or local print advertising, together with Internet, television, video and on-site event advertising, only in connection with the PROMOTION, subject to all of the terms and conditions hereof.",license grant
"CEIS hereby grants      XFN and its Affiliates a non-exclusive license (free of all third-party      liens, claims and encumbrances) to, and to permit others to, during the      Term in the People's Republic of China:

     (a)  store or cache the Content in one or more host computers controlled           directly or indirectly by XFN or its Affiliates;

     (b)  adapt, translate, modify, reproduce, copy, amend, revise or encode the           Content; and

     (c)  publish, broadcast, distribute, re-distribute, transmit, display, make           available to the public or otherwise exploit the Content in any manner           by any device or in",license grant
"Auriemma grants to Berkshire the exclusive right and license (the ""License Rights"") to use the Auriemma Identification during the  Contract Period and throughout the Contract Territory solely in connection with the advertisement and promotion of Berkshire and the Financial  Services",license grant
media now or hereafter known.,license grant
"Cargill hereby grants Bioamber, and Bioamber hereby accepts, an exclusive, royalty-free license to Cargill Improvements and Joint  Improvements for use in the Field during the term of this Development Agreement with a reservation of right for Cargill to practice  such Cargill Improvements and Joint Improvements for use in the field of succinic acid and salts thereof during the term of this  Development Agreement.",license grant
"Dynamic Hearing grants to IntriCon in accordance with this Agreement, for the Term, a license, to Use Dynamic Hearing's  Technology, Software and Documentation developed as of the Commencement Date to manufacture, import, sell and offer for sale throughout the  Territory, Products containing Dynamic Hearing's Technology and Software.",license grant
"LMG grants TAG a worldwide, nonexclusive, irrevocable, perpetual license to load, execute, access, employ, use, store, or display (""Use"") the object code version of the LMG Tools and Documentation (the ""License"") for the period specified in Exhibit A in accordance with the terms and conditions of this Agreement.",license grant
"Subject to the terms and               -----------------------------------                           conditions of this Agreement, Entrust, to the extent of its legal right to do so, hereby grants to Nortel, under the Entrust Patents, an irrevocable, non- transferable, non-assignable, indivisible, non-exclusive, royalty-free, worldwide license for Licensed Products and Licensed Services.",license grant
"Until the earlier of (i) termination of ENERGOUS' exclusivity obligations to the Key Customer set forth in Exhibit F (the ""Key Customer"") existing as of the Effective Date with respect to the following applications, or (ii) [***] that incorporates ENERGOUS wireless charging technology, or (iii) [***] and subject to the exceptions set out in Section 2.3, DIALOG will not be permitted to Sell Licensed Products for use in the following applications (the ""Excluded Applications""):   (a) [***];",license grant
"In the event a Party divests a business by (a) spinning off a member of its Group by its sale or other disposition to a third party, (b) reducing ownership or control in a member of its Group so that it no longer qualifiers as a member of its Group under this Agreement or (c) selling or otherwise transferring a line of business to a third party (each such divested entity/line of business, a ""Divested Entity""), the Divested Entity shall retain those licenses granted to it under this Agreement provided that the license shall be limited to the business of the Divested Entity as of the date of divestment and the natural development thereof.",license grant
"XC does hereby  grant AJR a limited and  non-transferable  license and  non-exclusive  right to use XC's logo and  trademarks and service marks set forth on Schedule A attached hereto (the ""Licensed  Materials"")  during the Term of this Agreement.",license grant
"ETI, on behalf of Entrust, grants to NTL and its              ------------                                                   Affiliates (as defined in the Enterprise License) a non-exclusive, fully paid- up, worldwide, perpetual license to use an unlimited number of copies of the Entrust Products subject to the terms and conditions of an agreement to be concluded between NTL and ETI promptly after the Effective Date in substantially the form of the license set forth in Exhibit B (the ""Enterprise License"") save                                                      ------------------        as amended to comply with the provisions of this Article III.",license grant
"Notwithstanding any termination of this Agreement, any Approved Content that includes Zynga's Licensed Property may remain in perpetuity in any media in which such Licensed Property was integrated into during the Term (e.g., televised WPT Tournaments or WPT Invitational Tournaments, social media posts, repurposed integrations for ""best of"" television programs) or for historical purposes (e.g., reference on WPT's website that Zynga-sponsored tour events took place as part of the tour).",license grant
"In connection with the exercise of CHT's rights under the Escrow Agreement, Ehave hereby grants to CHT a non- exclusive, non-transferable (except as set forth in Section 20(f)), right and license to use and copy the materials deposited with the Escrow Agent, including the Source Code, its Specifications and documentation, and any resulting corrections, repairs, translations, enhancements, and other derivative works and improvements made by CHT, for the sole purposes of providing to CHT the ability to operate, support and maintain, the Ehave Companion Solution for its End Users from time to time, until such time that CHT is able to migrate off the Ehave Companion Solution, but in any event not exceeding twelve months from the date of release of the materials from escrow.",license grant
"Licensor grants to Rogers the non-exclusive license and right to distribute and exhibit in Canada (the ""Territory"") all entertainment programming to which Licensor owns or controls the VOD distribution and exhibition rights in the Territory (collectively, ""Licensed Programs"") to residential subscribers of Rogers' digital cable television service on a Video-on-Demand (""VOD"") basis.",license grant
During the Term of this Agreement MLX shall:,license grant
"Subject to the terms and conditions of this Agreement, Online BVI hereby grants to Skype and the Company a limited, non-exclusive, non-sublicensable (except as set forth herein), non-transferable, non-assignable (except as provided in Section 14.4), royalty- free (but subject to the provisions of Section 5), license during the Term to use, market, provide access to, promote, reproduce and display the Online BVI Intellectual Property solely as incorporated in, and for the development of and for transmission pursuant to this Agreement of the Company-Skype Branded Application, the Company-Skype Branded Content and the Company-Skype Branded Web Site.",license grant
"We grant to you, upon the terms and conditions contained in this Agreement, the exclusive right to establish and operate a Franchised Business and a license to use the methods, procedures and products developed by us in the business of selling and servicing Unit Franchises in the territory described on Attachment A attached to this Agreement and incorporated into this Agreement by reference (the ""Master Territory"").",license grant
"Subject to the provisions of this AGREEMENT, and with effect from the date   when the party signing last in time appends its signature to this agreement (""the   effective date""), and enduring in perpetuity unless terminated as provided for   elsewhere in this AGREEMENT, SAP AFRICA grants, and TELKOM accepts a   non-exclusive, non-transferable licence to USE the SOFTWARE,   DOCUMENTATION and other SAP AFRICA PROPRIETARY INFORMATION at   the specified DESIGNATED SITE within the TERRITORY.",license grant
Sponsor Content in and on the Co-Branded Pages.,license grant
Impresse shall permit Users who access the Co-Branded Site to access and use Co-Branded Content from the Co-Branded Site for the personal use of such Users in accordance with the then-current terms of Impresse's standard license agreement governing the use of such Co-Branded Content.,license grant
"TL will hold exclusive worldwide                   rights to promote and sell the product through the following                   distribution channels: Outgoing telemarketing, General Market                   retail, and General Market catalogs, and exclusive rights                   within the United States for Television Direct response.",license grant
"Upon registration of any such trademark, Pey Dirt shall grant to Company a license for the use of such registered trademark on or in connection with the advertisement, promotion and sale of Endorsed Products, which license shall be coextensive and coterminous with the rights granted thereunder with respect to Manning Identification and shall require no increase in the payments set forth but shall contain such additional provisions as Pey Dirt reasonably believes are necessary for the protection of such trademark registered in the name of Manning or Pey Dirt.",license grant
Vyera shall not Commercialize nor shall it authorize the Commercialization of any Licensed Product outside of the Field or outside of the Territory.,license grant
"c)       Each party hereby grants to the other a                           non-exclusive, limited license to use its trademarks,                           service marks or trade names only as specifically                           described in this Agreement.",license grant
"FMI hereby grants to Roche (i) an exclusive, royalty-free, sublicensable, worldwide and perpetual license to any intellectual property rights arising from the ctDNA Development Platform Program that are necessary for Roche to develop, make, have made, use, offer for sale, sell, import and commercialize Roche products other than diagnostic products (including the use, formulation, methods of treatment, clinical data or other data, information or results relating to the Roche therapeutic product) solely for use in connection with such activities and such Roche products and (ii) a non-exclusive, royalty-free, worldwide and perpetual license, with the right to grant sublicenses solely to Roche Affiliates, to any intellectual property rights arising from the ctDNA Development Platform Program, for internal research purposes.",license grant
"As part of the exclusive distribution right granted in this Section 2, Vendor hereby grants Distributor the non- exclusive, non-transferable right to use and display Vendor's trademarks, logos, Product photographs and images, Product advertising and promotional copy, including but not limited to the materials contained in Vendor's website, in connection with the promotion, advertising and distribution of the Products.",license grant
"You agree not to use any Mark as part of any corporate or trade name or with any prefix, suffix, or other modifying words, terms, designs, or symbols (other than logos and additional trade and service marks licensed to you under this Agreement), or in any modified form.",license grant
"The license granted to Client pursuant to section 2(a) consists of the following rights:

                     i.      Use and execution of the Interface on a compatible software platform (as such compatibility specifications may be issued by TrueLink from time to time); and

                     ii.     Access to the Interface from multiple computer located at those sites listed on Exhibit ""A."" Client may amend Exhibit ""A"" by giving TrueLink written notice of the new sites.",license grant
"Subject to the terms and conditions herein, Licensor hereby grants to Licensee a non-exclusive, non- transferable, and (subject to Section 1.2 hereof) non-sublicensable license for the use of the Brand solely for the Permitted Activity.",license grant
"Each party hereby grants to the other party a          ------------------- [***]* (except as provided in Section 18(b)  [Assignment](""Assignment"")), [***]* (with no  ---                                                         --- right to sublicense except as set forth below) under all of its Intellectual Property Rights to use, reproduce, modify, and create derivative works of each party's preexisting Intellectual Property Rights solely as is reasonably and actually necessary to complete the development of the Service.",license grant
"Hence, as of the Distribution Date, SpinCo hereby grants, and agrees to cause the members of the SpinCo Group to hereby grant, to Honeywell and the members of the Honeywell Group a non-exclusive, royalty-free, fully-paid, perpetual, sublicenseable (solely to Subsidiaries and suppliers for ""have made"" purposes), worldwide license to use and exercise rights under the SpinCo Shared IP (excluding Trademarks and the subject matter of any other Ancillary Agreement), said license being limited to use of a similar type, scope and extent as used in the Honeywell Business prior to the Distribution Date and the natural growth and development thereof.",license grant
"During the Term and subject to the limitations set forth in this Agreement, Naked shall have an exclusive right and license in the Territory to use Athlete's name, nickname, initials, autograph, image, likeness, photographs, biographical details, facsimile signature, voice, videos, electronic media depictions, any words, symbols or other depictions, as well as any other identifying attributes that would identify Athlete to the public, including any trade mark(s), copyrights which Wade has, as set forth on Schedule A attached hereto, and all multimedia assets that Wade owns or has right to use (collectively, the ""Wade Image"") solely for the advertising, endorsement, promotion, or sale of the Naked Products (including the Wade Products) in the Territory as follows:",license grant
and promote the Service.,license grant
"THC and/or HSI will retain ownership and will grant a royalty-free, non-exclusive license to HERC to use such Other Intellectual Property for the Interim Period, as more fully set forth in the Trademark, Trade Name, Domain and Related Rights License Agreement attached as Exhibit A.",license grant
"Each Party shall own rights to any Internet domain names incorporating the Product Trademark(s) owned by such Party under Section 12.1 or any variation or part of such Product Trademark(s) as its URL address or any part of such address, and agrees to grant, and hereby grants to the other Party a royalty-free, fully paid-up exclusive license to use those particular Internet domain names which the grantee Party elects to use (and actually uses) in connection with the grantee Party's commercialization of the applicable Product in the grantee Party's Territory in accordance with this Agreement.",license grant
"Depomed hereby grants to King a non-assignable, non- sublicensable, non-exclusive, royalty-free right and license to use the Depomed Trademarks in the Territory solely in connection with King's Promotion of the Product in accordance with this Agreement; provided King may assign and sublicense such right and license in accordance with Section 2.2.",license grant
"During the Term and subject to the limitations set forth in Paragraphs 9 and 10, ESSI shall have the right to use the name, image, likeness, characterization, visual and audio representation of Talent (""Talent Attributes"") in connection with the ESSI product suite, in the venue(s) as follows:

A. Promotional Territories (""Territories"") shall include various online, outdoor, radio and television promotional spots (specific promotional spots and content specifics to be mutually agreed upon) promoting the ESSI product suite (""Commercial Placements"") aired in various venues as determined to best suit the needed promotion of ESSI products;

B. On ESSI's downloaded apps (UseHerbo, Herbo Wallet, FitRx) and websites (www.useherbo.com; www.eccossi.com) (""Websites""), of which new ESSI owns and operates downloadable apps and websites may be added to this list at the will of ESSI; and

C. ESSI Natural Supplementation Products.

D. In ESSI product-related press releases (of which only ESSI may produce and publish).",license grant
"WLI hereby grants to Power2Ship the non-exclusive right and license to distribute certain WLI's products and services (the ""Products"" or ""Units"") and software programs (""Licensed Programs"") to Power2Ship's customers (which are end users) located in North America.",license grant
Valeant shall have the non-exclusive right to use the Dova Trademarks and Copyrights solely on Product Materials in order to perform the Valeant Activities and solely in accordance with the terms and conditions of this Agreement.,license grant
"VerticalNet hereby grants to Neoforma a non-exclusive, non-transferable license to use, reproduce, display and transmit the VerticalNet Content, solely in connection with the operation of the Neoforma Site, subject to and in accordance with the terms, conditions and provisions of this Agreement.",license grant
"Customer hereby grants to Manufacturer a non-exclusive license during the Term to use any Customer Property and Customer-Owned Improvements and Developments solely in connection with Manufacturer performing its obligations under this Agreement or the Facility Addendum in accordance with the terms hereof or thereof, as applicable.",license grant
"Subject to the terms and conditions set forth herein, World Book hereby grants to HSWI, a perpetual, irrevocable limited license to use, copy, store, archive, distribute, transmit, modify (subject to Section 2.1(iv)), and Display the Content, Images and Affinities in whole or in part, only on the HSWI Websites or in promotions in any media for the HSWI Websites.",license grant
"Supplier hereby grants to Bank of America a nonexclusive, fully paid, irrevocable, royalty-free, world-wide license to use, modify, copy, produce derivative works from, display, disclose to persons who have entered into a written agreement containing substantially the same confidentiality provisions as in this Agreement for the purpose of maintaining the Software for Bank of America, and otherwise to utilize the Software and the Source Code and other materials necessary to maintain and improve the Software for use by Bank of America, subject always to the limitations In this Agreement on reproduction and use of the Software.",license grant
"Subject to all terms and conditions of this Agreement, Sonos hereby grants to IAC and its Affiliates a non-exclusive, worldwide, nontransferable, royalty free right and license under Sonos' Intellectual Property Rights, to manufacture the Products solely for Sonos.",license grant
"Subject to the terms and conditions of this Agreement, Google grants to Distributor a limited, [ * ] license  during the Term to use the Google Trademarks, in accordance with Google's trademark usage guidelines, solely to market and promote the  Products consistent with this Agreement, provided that all use of the Google Trademarks shall be subject to Google's prior review and  advance written consent.",license grant
"Following the signing of this Agreement, FG agrees to negotiate in good faith with Astellas for a license to develop compounds for the Expanded Field in the Astellas Territory, exclusively for a period of [ * ] following such date, and non- exclusively thereafter until the execution of a license agreement with a third party to develop compounds for the Expanded Field.",license grant
"Company hereby grants MA, during the term of this Agreement, the right to use Company and/or Company trade names, trademarks or service marks on Technology or in advertising or promotion relating directly to these products.",license grant
"Upon the terms and conditions hereinafter set forth, Party A hereby agrees to grant and Party B hereby agree to accept the right to use the intellectual property in PRC.",license grant
"In addition to any rights set forth herein, PFHOF shall have the right and license to Exploit HOFV Works, at no fee or charge to PFHOF or any of its Affiliates, for educational, not-for-profit purposes aligned with the mission of PFHOF which usage shall not diminish the value of the Village Media Company's or its Affiliates' Exploitation of such HOFV Work in accordance with the terms of this Agreement.",license grant
"Subject to the approval process in Section 2, theglobe hereby grants to Boxlot a non-exclusive, worldwide license to use, reproduce, create derivative works of (only as necessary to build Co- Branded Pages), publicly display, publicly perform and digitally perform the Page Templates on Co-Branded Pages.",license grant
"Subject to the terms and conditions and in consideration of the payments set forth herein and in the Primary Agreement, CSA as disclosed agent for Talent grants to Company from the Commencement Date the right and license during the Term of this Agreement in the Territory to use the ""Property"" in connection with the advertisement, promotion, and sale of the Property Training Course and the Product as well as the right to use such Property on the Product and related packaging.",license grant
"During the term of this Agreement, Erchonia grants Distributor a non-exclusive, non-transferable license to use the Trademarks for advertising and promotion of Products.",license grant
"MD Anderson also grants LBIO a non-exclusive, royalty free, perpetual license (with rights to sub-license) under, in and to any and all data generated by MD Anderson in conducting studies of TILs in double refractory melanoma outside of the Collaboration and as of the Effective Date, and LBIO shall have unrestricted rights to use such double refractory melanoma data in governmental and regulatory submissions, including submissions that may become public.",license grant
"display such Software (both in Object Code and Source Code for ); any (c) other Intellectual Property Rights or Supplier in the Software as are necessary or useful for Bank of America, its Affiliates and permitted assigns to install, copy, use, execute, modify, distribute, enhance, improve and alter and copy the Software (both in Object Code and Source Code form) for the purpose of conducting Bank of America business in accordance with the terms and restrictions of this Section.",license grant
"SIERRA  hereby  grants  ENVISION an          exclusive,  royalty-free  sub-license of  the Product's future patents,          and patent  applications  to distribute,  sell  and market the Finished          Product.",license grant
